Model,RMSE,NRMSE (%),MAPE,R-squared,CV_RMSE,CV_NRMSE (%),CV_MAPE,CV_R-squared
Prophet,7.613481562624537,30.087602866103918,26.52089474002915,0.059841077272395626,8.968642765087607,36.2767987599447,32.27381083072155,-0.2704972659457856
SARIMA,2.125577030350049,8.400035781847823,7.567447229737251,0.9267195094250984,2.541083466679563,10.29034881079073,9.270587297579073,0.8952381076527633
