Model,RMSE,NRMSE (%),MAPE,R-squared,CV_RMSE,CV_NRMSE (%),CV_MAPE,CV_R-squared
Prophet,6.91039682943252,50.2720585714074,53.71266602948004,0.2402304995678849,6.87752278016813,51.65613687043684,57.16326363117637,0.2565206020333072
SARIMA,1.9149389938121792,13.930882355059095,21.141987987842718,0.941657401751344,1.9500397745998133,14.647894957546196,24.267588461529517,0.9397823240282028
